"rule_id","project_id","rule_order","rule_name","rule_logic","real_time_execute"
"658","28","17","SOF discon reason (Other) doesn't match TVR.","([sof_oth_suppcm_cmadj] != '' AND [tvr_oth_suppcm_cmadj] != '') AND ([sof_oth_suppcm_cmadj] != [tvr_oth_suppcm_cmadj])","1"
"1779","38","17","Please verify and/or revise: Subject was given immunosuppressant for transplant, but no transplant (history or on-treatment) is recorded.","[cm_cmtrt] != '' AND
([cm_suppcm_indcod] = 'Liver transplant rejection' OR 
[cm_suppcm_indcod] = 'Liver transplant' OR 
[cm_suppcm_indcod] = 'Liver transplantation' OR 
[cm_suppcm_indcod] = 'Transplant' OR
[cm_suppcm_indcod] = 'Transplant rejection' OR 
[cm_suppcm_indcod] = 'Heart transplant' OR 
[cm_suppcm_indcod] = 'Heart transplant rejection' OR 
[cm_suppcm_indcod] = 'Kidney transplant rejection' OR
[cm_suppcm_indcod] = 'Kidney transplant' OR
[cm_suppcm_indcod] = 'Renal transplant' OR
[cm_suppcm_indcod] = 'Corneal transplant' OR
[cm_suppcm_indcod] = 'Multiple organ transplant rejection' OR
[cm_suppcm_indcod] = 'Graft versus host disease' OR
[cm_suppcm_indcod] = 'Immunosuppression' OR 
[cm_suppcm_indcod] = 'Immunosuppressant drug therapy' OR
[cm_suppcm_indcod] = 'Prophylaxis against multiple organ transplant rejection' OR
[cm_suppcm_indcod] = 'Prophylaxis against liver transplant rejection' OR 
[cm_suppcm_indcod] = 'Prophylaxis against renal transplant rejection' OR
[cm_suppcm_indcod] = 'Prophylaxis against transplant rejection') AND
([1_arm_1][livtrp_ceoccur] != 'Y' AND 
[1_arm_1][kdne_mhoccur] != 'Y' AND
[1_arm_1][livr_mhoccur] != 'Y' AND
[1_arm_1][heart_mhoccur] != 'Y' AND
[1_arm_1][lung_mhoccur] != 'Y') AND
[cm_suppcm_cmimmuno] = 'Y'","0"
"1268","36","17","Please verify and/or revise: Subject was given immunosuppressant for transplant, but no transplant (history or on-treatment) is recorded.","[cm_cmtrt] != '' AND
([cm_suppcm_indcod] = 'Liver transplant rejection' OR 
[cm_suppcm_indcod] = 'Liver transplant' OR 
[cm_suppcm_indcod] = 'Liver transplantation' OR 
[cm_suppcm_indcod] = 'Transplant' OR
[cm_suppcm_indcod] = 'Transplant rejection' OR 
[cm_suppcm_indcod] = 'Heart transplant' OR 
[cm_suppcm_indcod] = 'Heart transplant rejection' OR 
[cm_suppcm_indcod] = 'Kidney transplant rejection' OR
[cm_suppcm_indcod] = 'Kidney transplant' OR
[cm_suppcm_indcod] = 'Renal transplant' OR
[cm_suppcm_indcod] = 'Corneal transplant' OR
[cm_suppcm_indcod] = 'Multiple organ transplant rejection' OR
[cm_suppcm_indcod] = 'Graft versus host disease' OR
[cm_suppcm_indcod] = 'Immunosuppression' OR 
[cm_suppcm_indcod] = 'Immunosuppressant drug therapy' OR
[cm_suppcm_indcod] = 'Prophylaxis against multiple organ transplant rejection' OR
[cm_suppcm_indcod] = 'Prophylaxis against liver transplant rejection' OR 
[cm_suppcm_indcod] = 'Prophylaxis against renal transplant rejection' OR
[cm_suppcm_indcod] = 'Prophylaxis against transplant rejection') AND
([1_arm_1][livtrp_ceoccur] != 'Y' AND 
[1_arm_1][kdne_mhoccur] != 'Y' AND
[1_arm_1][livr_mhoccur] != 'Y' AND
[1_arm_1][heart_mhoccur] != 'Y' AND
[1_arm_1][lung_mhoccur] != 'Y') AND
[cm_suppcm_cmimmuno] = 'Y'","0"
"777","31","18","PLT value/units out of range (12.5 - 1100) 10^3/uL","[plat_lborres] != '' AND [plat_lbstresn] != '' AND ((([plat_lbstresn] < 12.5 OR [plat_lbstresn] > 1100) OR (([plat_lbstresn] < 25 OR [plat_lbstresn] > 550) AND [plat_lborres] != [plat_lbstresn])))","0"
"351","26","18","Subject's age must be 18 or older at treatment start","[age_suppvs_age] != '' AND [age_suppvs_age] < 18","0"
"137","21","18","SOF discon reason (Other) doesn't match EOT.","([sof_oth_suppcm_cmadj] != '' AND [dis_oth_suppds_dsncomplt] != '') AND ([sof_oth_suppcm_cmadj] != [dis_oth_suppds_dsncomplt])","1"
"659","28","18","SOF discon reason (Other) doesn't match EOT.","([sof_oth_suppcm_cmadj] != '' AND [dis_oth_suppds_dsncomplt] != '') AND ([sof_oth_suppcm_cmadj] != [dis_oth_suppds_dsncomplt])","1"
"1752","38","18","Please query site for SVR data. Subject has completed treatment, is eligible and due for followup, and has no SVR12 HCV RNA.","[1_arm_1][eot_dsterm] = 'COMPLETED' AND 
[1_arm_1][hcv_suppfa_svr12dt] = '' AND 
!(
[1_arm_1][hcv_suppfa_hcvout] = 'SVR' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'VIRAL BREAKTHROUGH' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'RELAPSE' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'NON-RESPONDER'
) AND
[1_arm_1][dis_suppds_funcmprsn] = '' AND
[1_arm_1][hcv_suppfa_fudue] = 'Y' AND
[1_arm_1][hcv_suppfa_fuelgbl] = 'Y'","0"
"1241","36","18","Please query site for SVR data. Subject has completed treatment, is eligible and due for followup, and has no SVR12 HCV RNA.","[1_arm_1][eot_dsterm] = 'COMPLETED' AND 
[1_arm_1][hcv_suppfa_svr12dt] = '' AND 
!(
[1_arm_1][hcv_suppfa_hcvout] = 'SVR' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'VIRAL BREAKTHROUGH' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'RELAPSE' OR 
[1_arm_1][hcv_suppfa_hcvout] = 'NON-RESPONDER'
) AND
[1_arm_1][dis_suppds_funcmprsn] = '' AND
[1_arm_1][hcv_suppfa_fudue] = 'Y' AND
[1_arm_1][hcv_suppfa_fuelgbl] = 'Y'","0"
"778","31","19","HGB value/units out of range (3 - 38) g/dL","[hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 3 OR [hemo_lbstresn] > 38) OR (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND [hemo_lborres] != [hemo_lbstresn]))","0"
"346","26","19","Baseline MELD Score should not be > 28","[meld_lborres] != '' AND [meld_lborres] > 28 AND [meld_lbblfl] = 'Y'","0"
"1647","38","19","Subject's age must be 18 or older at treatment start","[age_suppvs_age] != '' AND [age_suppvs_age] < 18","0"
"138","21","19","SOF discon AE doesn't match EOT.","([sof_suppcm_cmncmpae] != '' AND [dis_suppds_ncmpae] != '') AND ([sof_suppcm_cmncmpae] != [dis_suppds_ncmpae])","1"
"660","28","19","SOF discon AE doesn't match EOT.","([sof_suppcm_cmncmpae] != '' AND [dis_suppds_ncmpae] != '') AND ([sof_suppcm_cmncmpae] != [dis_suppds_ncmpae])","1"
"1276","36","19","SOF/DECOMP: Please verify / update / query site for latest HCV RNA results.","(([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][rib_cmstdtc] != '') OR
([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][sim_cmstdtc] != '') OR
([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][sim_cmstdtc] != '' AND [1_arm_1][rib_cmstdtc] != '')) AND
[1_arm_1][cirr_suppfa_cirrstat] = 'Y' AND 
[1_arm_1][livr_mhoccur] = 'N' AND 
[1_arm_1][dcp_mhoccur] = 'Y'
AND [1_arm_1][dm_rfstdtc] != ''
AND [1_arm_1][dm_rfstdtc] < '2014-10-10'
AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND (([meld_lborres] >= 10 AND [meld_lbblfl] = 'Y') OR ([meld_im_lborres] >= 10 AND [meld_im_lbblfl] = 'Y'))
AND [1_arm_1][hcv_suppfa_wk10rna] != 'Y'
AND [1_arm_1][hcv_suppfa_fudue] != 'N'","0"
"779","31","20","ALT value/units out of range (3.5 - 1000) IU/L","[alt_lborres] != '' AND [alt_lbstresn] != '' AND (([alt_lbstresn] < 3.5 OR [alt_lbstresn] > 1000) OR (([alt_lbstresn] < 7 OR [alt_lbstresn] > 500) AND [alt_lborres] != [alt_lbstresn]))","0"
"347","26","20","Baseline HGB should not be less than 9.8","[hemo_lbblfl] = 'Y' AND [hemo_lborres] != '' AND [hemo_lbstresn] != '' AND [hemo_lbstresn] < 9.8","0"
"1643","38","20","Baseline MELD Score should not be > 28","[meld_lborres] != '' AND [meld_lborres] > 28 AND [meld_lbblfl] = 'Y'","0"
"139","21","20","SOF discon AE (Other) doesn't match EOT.","([sof_oth_suppcm_cmncmpae] != '' AND [dis_oth_suppds_ncmpae] != '') AND ([sof_oth_suppcm_cmncmpae] != [dis_oth_suppds_ncmpae])","1"
"661","28","20","SOF discon AE (Other) doesn't match EOT.","([sof_oth_suppcm_cmncmpae] != '' AND [dis_oth_suppds_ncmpae] != '') AND ([sof_oth_suppcm_cmncmpae] != [dis_oth_suppds_ncmpae])","1"
"1279","36","20","SOF/NOT DECOMP: Please verify / update / query site for latest HCV RNA results.","(([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][rib_cmstdtc] != '') OR
([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][sim_cmstdtc] != '') OR
([1_arm_1][sof_cmstdtc] != '' AND [1_arm_1][sim_cmstdtc] != '' AND [1_arm_1][rib_cmstdtc] != '')) AND
[1_arm_1][cirr_suppfa_cirrstat] = 'Y' AND 
[1_arm_1][livr_mhoccur] = 'N' AND 
[1_arm_1][dcp_mhoccur] = 'N'
AND [1_arm_1][dm_rfstdtc] != ''
AND [1_arm_1][dm_rfstdtc] < '2014-10-10'
AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND (([meld_lborres] < 10 AND [meld_lbblfl] = 'Y') OR ([meld_im_lborres] < 10 AND [meld_im_lbblfl] = 'Y'))
AND [1_arm_1][hcv_suppfa_wk10rna] != 'Y'
AND [1_arm_1][hcv_suppfa_fudue] != 'N'","0"
"780","31","21","AST value/units out of range (3.5 - 1000) IU/L","[ast_lborres] != '' AND [ast_lbstresn] != '' AND (([ast_lbstresn] < 3.5 OR [ast_lbstresn] > 1000) OR (([ast_lbstresn] < 7 OR [ast_lbstresn] > 500) AND [ast_lborres] != [ast_lbstresn]))","0"
"1644","38","21","Baseline HGB should not be less than 9.8","[hemo_lbblfl] = 'Y' AND [hemo_lborres] != '' AND [hemo_lbstresn] != '' AND [hemo_lbstresn] < 9.8","0"
"1136","36","21","Subject's age must be 18 or older at treatment start","[age_suppvs_age] != '' AND [age_suppvs_age] < 18","0"
"662","28","21","TVR start date cannot be in the future.","[baseline_arm_1][tvr_cmstdtc] != '' AND rounddown(datediff('today', [baseline_arm_1][tvr_cmstdtc], 'd', true)) > 0","1"
"161","21","21","TVR start date cannot be in the future.","[baseline_arm_1][tvr_cmstdtc] != '' AND rounddown(datediff('today', [baseline_arm_1][tvr_cmstdtc], 'd', true)) > 0","1"
"754","26","21","Serum fibrosis value out of range","[fib_lbtest] != '' AND ([fib_lborres] != '' AND [fib_lbtest] = 'FBRTST' AND [fib_lborres] > 1) OR ([fib_lborres] != '' AND [fib_lbtest] = 'FBRSPCT' AND [fib_lborres] < 1)","0"
"781","31","22","TBIL value/units out of range (0.05 - 55) mg/dL","(([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 55)) OR ( ([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND [tbil_lborres] != [tbil_lbstresn]))","0"
"1132","36","22","Baseline MELD Score should not be > 28","[meld_lborres] != '' AND [meld_lborres] > 28 AND [meld_lbblfl] = 'Y'","0"
"663","28","22","TVR start date cannot be after TVR stop date.","[baseline_arm_1][tvr_cmstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][tvr_cmendtc]","1"
"162","21","22","TVR start date cannot be after TVR stop date.","[baseline_arm_1][tvr_cmstdtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][tvr_cmendtc]","1"
"1708","38","22","Serum fibrosis value out of range","[fib_lbtest] != '' AND ([fib_lborres] != '' AND [fib_lbtest] = 'FBRTST' AND [fib_lborres] > 1) OR ([fib_lborres] != '' AND [fib_lbtest] = 'FBRSPCT' AND [fib_lborres] < 1)","0"
"950","26","22","Standardized HCV RNA value/units out of range (>100,000,000)","([cbc_nximport] != 'Y' AND [hcv_lborres] != '' AND [hcv_lbstresn] != '') AND ([hcv_lbstresn] > 100000000 AND [hcv_lborres] != [hcv_lbstresn])","0"
"818","31","23","DBIL value/units out of range (>4) mg/dL","[dbil_lborres] != '' AND [dbil_lbstresn] != '' AND (([dbil_lbstresn] > 7) OR (([dbil_lbstresn] < 0 OR [dbil_lbstresn] > 3.5) AND [dbil_lborres] != [dbil_lbstresn]))","0"
"1133","36","23","Baseline HGB should not be less than 9.8","[hemo_lbblfl] = 'Y' AND [hemo_lborres] != '' AND [hemo_lbstresn] != '' AND [hemo_lbstresn] < 9.8","0"
"664","28","23","TVR start date cannot be prior to TX start.","[baseline_arm_1][tvr_cmstdtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] < [baseline_arm_1][dm_rfstdtc]","1"
"163","21","23","TVR start date cannot be prior to TX start.","[baseline_arm_1][tvr_cmstdtc] != '' AND [baseline_arm_1][dm_rfstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] < [baseline_arm_1][dm_rfstdtc]","1"
"1710","38","23","HCV RNA value/units out of range","[hcv_lborres] != '' AND 
[hcv_lbstresn] != '' AND 
[hcv_lbstresn] > 100000000","0"
"1022","26","23","HCV RNA Imported value/units out of range (>100000000)","[hcv_im_lborres] != '' AND 
[hcv_im_lborresu] != '' AND
[hcv_im_lbstresn] != '' AND 
[hcv_im_lbstresn] > 100000000","0"
"782","31","24","ALB value/units out of range (1 - 12) g/dL","[alb_lborres] != '' AND [alb_lbstresn] != '' AND (([alb_lbstresn] < 1 OR [alb_lbstresn] > 12) OR (([alb_lbstresn] < 2 OR [alb_lbstresn] > 6) AND [alb_lborres] != [alb_lbstresn]))","0"
"363","26","24","CREAT value/units out of range (0.2 - 6) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .2 OR [creat_lbstresn] > 6) OR (([creat_lbstresn] < .4 OR [creat_lbstresn] > 3) AND [creat_lborres] != [creat_lbstresn])) AND [chem_nximport] != 'Y'","0"
"665","28","24","TVR start date cannot be prior to SOF start.","[baseline_arm_1][tvr_cmstdtc] != '' AND [baseline_arm_1][sof_cmstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] < [baseline_arm_1][sof_cmstdtc]","1"
"164","21","24","TVR start date cannot be prior to SOF start.","[baseline_arm_1][tvr_cmstdtc] != '' AND [baseline_arm_1][sof_cmstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] < [baseline_arm_1][sof_cmstdtc]","1"
"1197","36","24","Serum fibrosis value out of range","[fib_lbtest] != '' AND ([fib_lborres] != '' AND [fib_lbtest] = 'FBRTST' AND [fib_lborres] > 1) OR ([fib_lborres] != '' AND [fib_lbtest] = 'FBRSPCT' AND [fib_lborres] < 1)","0"
"1711","38","24","Standardized HCV RNA value/units out of range (>100,000,000)","([hcv_lborres] != '' AND [hcv_lbstresn] != '') AND ([hcv_lbstresn] > 100000000 AND [hcv_lborres] != [hcv_lbstresn])","0"
"783","31","25","CREAT value/units out of range (0.2 - 6) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .2 OR [creat_lbstresn] > 6) OR (([creat_lbstresn] < .4 OR [creat_lbstresn] > 3) AND [creat_lborres] != [creat_lbstresn]))","0"
"666","28","25","TVR start date cannot be after EOT date.","[baseline_arm_1][tvr_cmstdtc] != '' AND [wk_12eot_arm_1][eot_dsstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][eot_dsstdtc]","1"
"165","21","25","TVR start date cannot be after EOT date.","[baseline_arm_1][tvr_cmstdtc] != '' AND [wk_12eot_arm_1][eot_dsstdtc] != '' AND [baseline_arm_1][tvr_cmstdtc] > [wk_12eot_arm_1][eot_dsstdtc]","1"
"1199","36","25","HCV RNA value/units out of range","[cbc_nximport] != 'Y' AND 
[hcv_lborres] != '' AND 
[hcv_lbstresn] != '' AND 
[hcv_lbstresn] > 100000000","0"
"724","26","25","CREAT value out of range (0.3 - 4.6) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .3 OR [creat_lbstresn] > 4.6) AND !([creat_lbstresn] < .2 OR [creat_lbstresn] > 6)) AND [creat_lborres] = [creat_lbstresn] AND [chem_nximport] != 'Y'","0"
"1757","38","25","HCV RNA Imported value/units out of range (>100000000)","[hcv_im_lborres] != '' AND 
[hcv_im_lborresu] != '' AND
[hcv_im_lbstresn] != '' AND 
[hcv_im_lbstresn] > 100000000","0"
"1027","26","26","CREAT Imported value/units out of range (0.2 - 6) mg/dL","[creat_im_lborres] != '' AND [creat_im_lborresu] != '' AND [creat_im_lbstresn] != '' AND [creat_im_nxtrust] != 'N' AND (([creat_im_lbstresn] < .2 OR [creat_im_lbstresn] > 6) OR (([creat_im_lbstresn] < .4 OR [creat_im_lbstresn] > 3) AND [creat_im_lborres] != [creat_im_lbstresn]))","0"
"784","31","26","GLUC value/units out of range (27 - 1000) mg/dL","[gluc_lborres] != '' AND [gluc_lbstresn] != '' AND (([gluc_lbstresn] < 27 OR [gluc_lbstresn] > 1000) OR (([gluc_lbstresn] < 54 OR [gluc_lbstresn] > 500) AND [gluc_lborres] != [gluc_lbstresn]))","0"
"1659","38","26","CREAT value/units out of range (0.2 - 6) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .2 OR [creat_lbstresn] > 6) OR (([creat_lbstresn] < .4 OR [creat_lbstresn] > 3) AND [creat_lborres] != [creat_lbstresn]))","0"
"667","28","26","TVR status = Complete but does not match EOT TX status.","[baseline_arm_1][tvr_suppcm_cmtrtout] = 'COMPLETE' AND [wk_12eot_arm_1][eot_dsncomplt] != '' AND [baseline_arm_1][tvr_suppcm_cmtrtout] != [wk_12eot_arm_1][eot_dsncomplt]","1"
"166","21","26","TVR status = Complete but does not match EOT TX status.","[baseline_arm_1][tvr_suppcm_cmtrtout] = 'COMPLETE' AND [wk_12eot_arm_1][eot_dsncomplt] != '' AND [baseline_arm_1][tvr_suppcm_cmtrtout] != [wk_12eot_arm_1][eot_dsncomplt]","1"
"1200","36","26","Standardized HCV RNA value/units out of range (>100,000,000)","([cbc_nximport] != 'Y' AND [hcv_lborres] != '' AND [hcv_lbstresn] != '') AND ([hcv_lbstresn] > 100000000 AND [hcv_lborres] != [hcv_lbstresn])","0"
"785","31","27","K value/units out of range (1.5 - 11) mmol/L","[k_lborres] != '' AND [k_lbstresn] != '' AND (([k_lbstresn] < 1.5 OR [k_lbstresn] > 11) OR (([k_lbstresn] < 3.0 OR [k_lbstresn] > 5.5) AND [k_lborres] != [k_lbstresn]))","0"
"358","26","27","HGB value/units out of range (4.5 - 22) g/dL","([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND ([hemo_lbstresn] < 4.5 OR [hemo_lbstresn] > 22) AND [cbc_nximport] != 'Y') OR ([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND [hemo_lborres] != [hemo_lbstresn]) AND [cbc_nximport] != 'Y')","0"
"1685","38","27","CREAT value out of range (0.3 - 4) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .3 OR [creat_lbstresn] > 4) AND !([creat_lbstresn] < .2 OR [creat_lbstresn] > 6)) AND [creat_lborres] = [creat_lbstresn]","0"
"668","28","27","TVR status = Ongoing but SOF status is Complete or Discontinued.","[baseline_arm_1][tvr_suppcm_cmtrtout] = 'ONGOING' AND [baseline_arm_1][sof_suppcm_cmtrtout] != '' AND [baseline_arm_1][tvr_suppcm_cmtrtout] != [baseline_arm_1][sof_suppcm_cmtrtout]","1"
"167","21","27","TVR status = Ongoing but SOF status is Complete or Discontinued.","[baseline_arm_1][tvr_suppcm_cmtrtout] = 'ONGOING' AND [baseline_arm_1][sof_suppcm_cmtrtout] != '' AND [baseline_arm_1][tvr_suppcm_cmtrtout] != [baseline_arm_1][sof_suppcm_cmtrtout]","1"
"1246","36","27","HCV RNA Imported value/units out of range (>100000000)","[hcv_im_lborres] != '' AND 
[hcv_im_lborresu] != '' AND
[hcv_im_lbstresn] != '' AND 
[hcv_im_lbstresn] > 100000000","0"
"786","31","28","Sodium value/units out of range (63 - 310) mmol/L","[sodium_lborres] != '' AND [sodium_lbstresn] != '' AND (([sodium_lbstresn] < 63 OR [sodium_lbstresn] > 310) OR (([sodium_lbstresn] < 125 OR [sodium_lbstresn] > 155) AND [sodium_lborres] != [sodium_lbstresn]))","0"
"1148","36","28","CREAT value/units out of range (0.2 - 6) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .2 OR [creat_lbstresn] > 6) OR (([creat_lbstresn] < .4 OR [creat_lbstresn] > 3) AND [creat_lborres] != [creat_lbstresn])) AND [chem_nximport] != 'Y'","0"
"669","28","28","TVR status = Complete but TVR stop date is before SOF stop date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][tvr_suppcm_cmtrtout] = 'COMPLETE' AND [wk_12eot_arm_1][sof_cmendtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] < [wk_12eot_arm_1][sof_cmendtc]","1"
"168","21","28","TVR status = Complete but TVR stop date is before SOF stop date.","[wk_12eot_arm_1][tvr_cmendtc] != '' AND [wk_12eot_arm_1][tvr_suppcm_cmtrtout] = 'COMPLETE' AND [wk_12eot_arm_1][sof_cmendtc] != '' AND [wk_12eot_arm_1][tvr_cmendtc] < [wk_12eot_arm_1][sof_cmendtc]","1"
"1762","38","28","CREAT Imported value/units out of range (0.2 - 6) mg/dL","[creat_im_lborres] != '' AND [creat_im_lborresu] != '' AND [creat_im_lbstresn] != '' AND [creat_im_nxtrust] != 'N' AND (([creat_im_lbstresn] < .2 OR [creat_im_lbstresn] > 6) OR (([creat_im_lbstresn] < .4 OR [creat_im_lbstresn] > 3) AND [creat_im_lborres] != [creat_im_lbstresn]))","0"
"1023","26","28","HGB Imported value/units out of range (4.5 - 22) g/dL","[hemo_im_lborres] != '' AND [hemo_im_lborresu] != '' AND [hemo_im_lbstresn] != '' AND [hemo_im_nxtrust] != 'N'
AND (([hemo_im_lbstresn] != '' AND ([hemo_im_lbstresn] < 4.5 OR [hemo_im_lbstresn] > 22))
OR (([hemo_im_lbstresn] < 6 OR [hemo_im_lbstresn] > 19) AND [hemo_im_lborres] != [hemo_im_lbstresn]))","0"
"796","31","29","Missing baseline HCVRNA","[1_arm_1][dm_rfstdtc] != '' AND [hcv_supplb_lbdtbl] = ''","0"
"1654","38","29","HGB value/units out of range (4.5 - 22) g/dL","([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND ([hemo_lbstresn] < 4.5 OR [hemo_lbstresn] > 22)) OR ([hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND [hemo_lborres] != [hemo_lbstresn]))","0"
"1174","36","29","CREAT value out of range (0.3 - 4) mg/dL","[creat_lborres] != '' AND [creat_lbstresn] != '' AND (([creat_lbstresn] < .3 OR [creat_lbstresn] > 4) AND !([creat_lbstresn] < .2 OR [creat_lbstresn] > 6)) AND [creat_lborres] = [creat_lbstresn] AND [chem_nximport] != 'Y'","0"
"670","28","29","TVR status = Ongoing but EOT is complete.","[tvr_suppcm_cmtrtout] = 'ONGOING' AND [early_discontinuation_eot_complete] = '2'","1"
"169","21","29","TVR status = Ongoing but EOT is complete.","[tvr_suppcm_cmtrtout] = 'ONGOING' AND [early_discontinuation_eot_complete] = '2'","1"
"719","26","29","HGB value out of range (6 - 19) g/dL","[hemo_lborres] != '' AND [hemo_lbstresn] != '' AND (([hemo_lbstresn] < 6 OR [hemo_lbstresn] > 19) AND !([hemo_lbstresn] < 3 OR [hemo_lbstresn] > 38)) AND [hemo_lborres] = [hemo_lbstresn] AND [cbc_nximport] != 'Y'","0"
"1076","31","30","Missing baseline MELD","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][meld_supplb_lbdtbl] = ''","0"
"361","26","30","TBIL value/units out of range (0.05 - 55) mg/dL","(([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 55) AND [chem_nximport] != 'Y' ) OR ( ([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 10) AND [tbil_lborres] != [tbil_lbstresn]) AND [chem_nximport] != 'Y')","0"
